,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,which_of_these_sentiment_scores_does_the_above_image_fit_into_best,which_of_these_sentiment_scores_does_the_above_image_fit_into_best:confidence,imageurl,which_of_these_sentiment_scores_does_the_above_image_fit_into_best_gold,which_of_these_sentiment_scores_does_the_above_image_fit_into_best_gold_reason
219,694550804,True,golden,39,,Positive,0.8011,http://farm1.staticflickr.com/11/12787813_2dac86fdd4.jpg,"Positive
Highly positive",
220,694550805,True,golden,34,,Negative,0.5182,http://farm4.staticflickr.com/3152/3047193178_d9b9352d3d.jpg,"Highly negative
Negative",
221,694550807,True,golden,48,,Positive,0.5181,http://farm6.staticflickr.com/5020/5590605766_58c77c8f7e.jpg,"Positive
Highly positive",
222,694550808,True,golden,40,,Negative,0.7190000000000001,http://farm5.staticflickr.com/4140/4813139235_efa48e5a43.jpg,"Highly negative
Negative",
223,694550809,True,golden,38,,Highly negative,0.8028,http://farm4.staticflickr.com/3830/11430997695_e74f8d7a2d.jpg,"Highly negative
Negative",
225,694550812,True,golden,41,,Positive,0.8418,http://farm6.staticflickr.com/5465/7243923480_dd0058c191.jpg,"Positive
Highly positive",
226,694550813,True,golden,45,,Highly positive,0.521,http://farm3.staticflickr.com/2239/2138737264_f99d4e6a12.jpg,"Positive
Highly positive",
227,694550814,True,golden,45,,Positive,0.6791,http://farm7.staticflickr.com/6168/6145696603_3f16d7092c.jpg,"Positive
Highly positive",
228,694550815,True,golden,37,,Negative,0.8393,http://farm7.staticflickr.com/6017/5928389107_ceb151538a.jpg,"Negative
Highly negative",
229,694550818,True,golden,39,,Positive,0.6009,http://farm5.staticflickr.com/4024/4479869362_4cc43b64e4.jpg,"Positive
Highly positive",
230,694550819,True,golden,37,,Highly negative,0.5255,http://farm3.staticflickr.com/2725/4312932815_b85eeebc13.jpg,"Highly negative
Negative",
231,694550820,True,golden,38,,Positive,0.6421,http://farm4.staticflickr.com/3763/9692709713_fd9c3fe536.jpg,"Positive
Highly positive",
232,694550821,True,golden,47,,Negative,0.5566,http://farm1.staticflickr.com/76/206540757_b061e95b5a.jpg,"Highly negative
Negative",
235,694550825,True,golden,38,,Negative,0.5248,http://farm6.staticflickr.com/5026/5616618789_bb1030b814.jpg,"Highly negative
Negative",
237,694550827,True,golden,40,,Highly negative,0.5208,http://farm7.staticflickr.com/6095/6226773561_bd56dba660.jpg,"Negative
Highly negative",
238,694550828,True,golden,40,,Highly negative,0.6,http://farm4.staticflickr.com/3573/3354966307_20f13cb6be.jpg,"Negative
Highly negative",
239,694550829,True,golden,41,,Negative,0.5231,http://farm2.staticflickr.com/1377/1429883044_8d8efc9e76.jpg,"Highly negative
Negative",
240,694550831,True,golden,42,,Positive,0.6854,http://farm3.staticflickr.com/2666/4141964487_593f740f88.jpg,"Positive
Highly positive",
241,694550834,True,golden,38,,Positive,0.7623,http://farm5.staticflickr.com/4073/4915705713_614133e6f5.jpg,"Positive
Highly positive",
242,694550837,True,golden,32,,Highly positive,0.599,http://farm2.staticflickr.com/1438/1473101829_f69df13af0.jpg,"Positive
Highly positive",
243,694550839,True,golden,45,,Positive,0.8014,http://farm3.staticflickr.com/2034/2056473159_b977044991.jpg,"Positive
Highly positive",
244,694550841,True,golden,42,,Negative,0.52,http://farm8.staticflickr.com/7257/7768949124_2e60163756.jpg,"Highly negative
Negative",
245,694550842,True,golden,35,,Positive,0.5598,http://farm3.staticflickr.com/2005/2213047853_37516490d2.jpg,"Positive
Highly positive",
246,694550843,True,golden,41,,Highly positive,0.64,http://farm3.staticflickr.com/2719/4082520192_796f11d5b7.jpg,"Positive
Highly positive",
247,694550844,True,golden,43,,Negative,0.5575,http://farm6.staticflickr.com/5531/9756408401_5cd22ca33f.jpg,"Negative
Highly negative",
248,694550845,True,golden,35,,Positive,0.6001,http://farm5.staticflickr.com/4093/4890674620_f0ef38acf5.jpg,"Positive
Highly positive",
249,694550846,True,golden,31,,Negative,0.5957,http://farm3.staticflickr.com/2088/2356741358_6f974db027.jpg,"Highly negative
Negative",
250,694550847,True,golden,35,,Positive,0.6015,http://farm5.staticflickr.com/4115/4811471463_e385271fd2.jpg,"Positive
Highly positive",
252,694550849,True,golden,42,,Highly negative,0.6835,http://farm3.staticflickr.com/2744/4375146983_e7297de56a.jpg,"Highly negative
Negative",
253,694550850,True,golden,45,,Negative,0.8384,http://farm5.staticflickr.com/4119/4780705479_e38c97f861.jpg,"Negative
Highly negative",
255,694550856,True,golden,37,,Positive,0.7603,http://farm3.staticflickr.com/2710/4496031653_e3391a51ed.jpg,"Positive
Highly positive",
256,694550859,True,golden,37,,Negative,0.7572,http://farm3.staticflickr.com/2320/2510392861_e730a110f4.jpg,"Highly negative
Negative",
257,694550860,True,golden,42,,Positive,0.6044,http://farm9.staticflickr.com/8143/7336249316_83ce2bde0e.jpg,"Positive
Highly positive",
258,694550861,True,golden,46,,Positive,0.6794,http://farm4.staticflickr.com/3146/2561971339_a4b7e0e955.jpg,"Positive
Highly positive",
259,694550862,True,golden,34,,Positive,0.6394,http://farm2.staticflickr.com/1423/1203305342_6bb49ffe43.jpg,"Positive
Highly positive",
260,694550863,True,golden,43,,Positive,0.5151,http://farm1.staticflickr.com/222/473610482_6d42c4a5a7.jpg,"Positive
Highly positive",
261,694550864,True,golden,43,,Positive,0.6778,http://farm3.staticflickr.com/2391/2327730678_2858fc05f9.jpg,"Positive
Highly positive",
262,694550865,True,golden,50,,Positive,0.5989,http://farm9.staticflickr.com/8142/7163206031_4589d51b3f.jpg,"Positive
Highly positive",
263,694550866,True,golden,44,,Positive,0.7989,http://farm8.staticflickr.com/7138/6957346914_8d41d67bbd.jpg,"Positive
Highly positive",
264,694550867,True,golden,42,,Positive,0.5583,http://farm4.staticflickr.com/3195/2803881595_cdeddd93b7.jpg,"Positive
Highly positive",
265,694550868,True,golden,47,,Negative,0.5601,http://farm3.staticflickr.com/2784/4312932721_a63a3d4af3.jpg,"Highly negative
Negative",
266,694550869,True,golden,45,,Highly negative,0.7572,http://farm6.staticflickr.com/5227/5638802395_b013641cef.jpg,"Highly negative
Negative",
267,694550871,True,golden,37,,Highly negative,0.5636,http://farm5.staticflickr.com/4027/4375152825_0fe7b23473.jpg,"Negative
Highly negative",
268,694550872,True,golden,43,,Highly negative,0.8031,http://farm7.staticflickr.com/6211/6295863341_e14b189ed2.jpg,"Highly negative
Negative",
269,694550873,True,golden,35,,Positive,0.5157,http://farm4.staticflickr.com/3272/2294162833_90e34e6ebf.jpg,"Positive
Highly positive",
270,694550874,True,golden,36,,Positive,0.6783,http://farm4.staticflickr.com/3217/2791848574_b14cd8b9f0.jpg,"Positive
Highly positive",
271,694550875,True,golden,45,,Negative,0.6388,http://farm5.staticflickr.com/4031/4342635130_f887000a25.jpg,"Highly negative
Negative",
272,694550876,True,golden,46,,Negative,0.6389,http://farm2.staticflickr.com/1218/5138817971_23ceffb793.jpg,"Highly negative
Negative",
273,694550877,True,golden,47,,Positive,0.7305,http://farm4.staticflickr.com/3139/2859832265_e4e473e688.jpg,"Positive
Highly positive",
275,694550879,True,golden,37,,Negative,0.7225,http://farm6.staticflickr.com/5302/5603047248_8da120f7d5.jpg,"Highly negative
Negative",
276,694550880,True,golden,31,,Highly negative,0.601,http://farm4.staticflickr.com/3033/3000485145_99e868e888.jpg,"Highly negative
Negative",
277,694550881,True,golden,39,,Positive,0.8370000000000001,http://farm1.staticflickr.com/136/327080782_a48b1ed67e.jpg,"Positive
Highly positive",
278,694550882,True,golden,36,,Positive,0.7198,http://farm4.staticflickr.com/3256/3128996413_d24cdc4734.jpg,"Positive
Highly positive",
279,694550883,True,golden,35,,Positive,0.6793,http://farm3.staticflickr.com/2324/2217691686_548fba8b66.jpg,"Positive
Highly positive",
280,694550884,True,golden,48,,Highly negative,0.5635,http://farm7.staticflickr.com/6234/6233188783_09fe5dd068.jpg,"Highly negative
Negative",
281,694550885,True,golden,41,,Positive,0.7201,http://farm2.staticflickr.com/1052/831785493_643a0270c6.jpg,"Positive
Highly positive",
282,694550886,True,golden,51,,Negative,0.8798,http://farm2.staticflickr.com/1139/1429881880_3df52f0025.jpg,"Highly negative
Negative",
283,694550887,True,golden,46,,Positive,0.8431,http://farm4.staticflickr.com/3334/3247049826_e175b49bea.jpg,"Positive
Highly positive",
284,694550888,True,golden,33,,Negative,0.5621,http://farm3.staticflickr.com/2238/1874146704_4bf9682308.jpg,"Highly negative
Negative",
285,694550889,True,golden,40,,Positive,0.8004,http://farm3.staticflickr.com/2217/2409468436_79628f4a18.jpg,"Positive
Highly positive",
287,694550891,True,golden,33,,Positive,0.7609,http://farm5.staticflickr.com/4123/4780220054_61095466e9.jpg,"Positive
Highly positive",
288,694550892,True,golden,35,,Highly negative,0.5631,http://farm5.staticflickr.com/4058/4313668866_b3a2218ed4.jpg,"Highly negative
Negative",
290,694550894,True,golden,36,,Highly positive,0.5961,http://farm4.staticflickr.com/3022/2745010680_a8a1d2d989.jpg,"Positive
Highly positive",
291,694550895,True,golden,38,,Highly negative,0.5622,http://farm7.staticflickr.com/6019/6285878636_349da50e5d.jpg,"Highly negative
Negative",
292,694550896,True,golden,38,,Highly positive,0.5195,http://farm7.staticflickr.com/6003/5923486792_11a1eaec2e.jpg,"Positive
Highly positive",
293,694550897,True,golden,46,,Negative,0.5966,http://farm1.staticflickr.com/21/25793004_861687e0cc.jpg,"Highly negative
Negative",
295,694550899,True,golden,42,,Negative,0.7161,http://farm3.staticflickr.com/2458/3811621669_3df1d337d1.jpg,"Highly negative
Negative",
296,694550900,True,golden,36,,Positive,0.6007,http://farm3.staticflickr.com/2054/3529251688_cafc4ee050.jpg,"Positive
Highly positive",
298,694550902,True,golden,45,,Positive,0.7238,http://farm9.staticflickr.com/8104/8492606977_5794e4a3a5.jpg,"Positive
Highly positive",
299,694550903,True,golden,42,,Positive,0.6456,http://farm1.staticflickr.com/172/436452737_0c12c56dfa.jpg,"Positive
Highly positive",
300,694550904,True,golden,31,,Negative,0.7606,http://farm8.staticflickr.com/7007/6727275581_fab303a06f.jpg,"Negative
Highly negative",
301,694550905,True,golden,51,,Positive,0.799,http://farm4.staticflickr.com/3293/2508307727_f0b791cfa4.jpg,"Positive
Highly positive",
302,694550906,True,golden,41,,Highly negative,0.6852,http://farm4.staticflickr.com/3100/2623820943_a44936943b.jpg,"Highly negative
Negative",
303,694550907,True,golden,45,,Negative,0.5188,http://farm1.staticflickr.com/64/229424640_5865233731.jpg,"Highly negative
Negative",
304,694550908,True,golden,38,,Positive,0.7615,http://farm4.staticflickr.com/3181/2854259922_ecba68c1c9.jpg,"Positive
Highly positive",
305,694550909,True,golden,60,,Negative,0.6801,http://farm3.staticflickr.com/2618/3812627239_5ca57ea8ca.jpg,"Highly negative
Negative",
306,694550910,True,golden,38,,Highly positive,0.6809,http://farm3.staticflickr.com/2718/4102357960_371aa7c386.jpg,"Positive
Highly positive",
309,694550913,True,golden,28,,Positive,0.7197,http://farm3.staticflickr.com/2402/2378817971_7d75b5683a.jpg,"Positive
Highly positive",
310,694550914,True,golden,34,,Positive,0.638,http://farm3.staticflickr.com/2223/2184594302_bd2e87e5d2.jpg,"Positive
Highly positive",
311,694550915,True,golden,33,,Negative,0.6815,http://farm3.staticflickr.com/2356/4508447201_55a3de8097.jpg,"Negative
Highly negative",
312,694550916,True,golden,40,,Positive,0.6395,http://farm3.staticflickr.com/2221/2165302714_0708b173fc.jpg,"Positive
Highly positive",
313,694550917,True,golden,40,,Positive,0.7599,http://farm9.staticflickr.com/8290/7655854430_5b59b910fa.jpg,"Positive
Highly positive",
314,694550918,True,golden,40,,Negative,0.7595,http://farm6.staticflickr.com/5187/5555720304_6095e95f58.jpg,"Negative
Highly negative",
315,694550919,True,golden,35,,Positive,0.599,http://farm6.staticflickr.com/5230/5626772263_47aa009853.jpg,"Positive
Highly positive",
316,694550920,True,golden,43,,Highly positive,0.5253,http://farm7.staticflickr.com/6023/5917669625_f2b669d758.jpg,"Positive
Highly positive",
317,694550921,True,golden,46,,Negative,0.5198,http://farm4.staticflickr.com/3397/3276091018_c2ed17717d.jpg,"Highly negative
Negative",
318,694550922,True,golden,34,,Negative,0.5995,http://farm6.staticflickr.com/5241/5320041217_2ab6fc0bd9.jpg,"Highly negative
Negative",
319,694550923,True,golden,37,,Highly negative,0.6437,http://farm6.staticflickr.com/5490/11430975215_8838a80f31.jpg,"Highly negative
Negative",
320,694550924,True,golden,45,,Positive,0.7583,http://farm3.staticflickr.com/2480/3853399509_1082a137aa.jpg,"Positive
Highly positive",
321,694550925,True,golden,41,,Positive,0.8408,http://farm6.staticflickr.com/5242/5348995371_9472d7394e.jpg,"Positive
Highly positive",
322,694550926,True,golden,37,,Highly negative,0.72,http://farm1.staticflickr.com/117/276921043_53a278d57a.jpg,"Highly negative
Negative",
323,694550927,True,golden,42,,Negative,0.5608,http://farm5.staticflickr.com/4132/4980160508_a73d716a7f.jpg,"Highly negative
Negative",
324,694550928,True,golden,50,,Negative,0.7567,http://farm4.staticflickr.com/3406/3455206031_3d8290262c.jpg,"Highly negative
Negative",
325,694550929,True,golden,45,,Positive,0.7583,http://farm5.staticflickr.com/4141/4820200359_4af352794b.jpg,"Positive
Highly positive",
326,694550930,True,golden,49,,Negative,0.6012,http://farm4.staticflickr.com/3187/3000487183_e9abb6025e.jpg,"Negative
Highly negative",
327,694550931,True,golden,39,,Negative,0.7194,http://farm2.staticflickr.com/1324/812893868_3f80976a88.jpg,"Highly negative
Negative",
328,694550932,True,golden,35,,Positive,0.5199,http://farm3.staticflickr.com/2554/3917323401_529729a70f.jpg,"Positive
Highly positive",
329,694550933,True,golden,42,,Negative,0.6379,http://farm6.staticflickr.com/5453/9671300091_5d7b60bd1c.jpg,"Highly negative
Negative",
330,694550934,True,golden,54,,Positive,0.763,http://farm8.staticflickr.com/7035/6751265999_73ccd78dee.jpg,"Positive
Highly positive",
331,694550935,True,golden,42,,Negative,0.7988,http://farm9.staticflickr.com/8511/8558188164_cac3a6a192.jpg,"Highly negative
Negative",
332,694550936,True,golden,38,,Highly negative,0.7201,http://farm5.staticflickr.com/4047/4375894014_fa2672bb02.jpg,"Negative
Highly negative",
333,694550937,True,golden,36,,Negative,0.7190000000000001,http://farm1.staticflickr.com/88/431814281_d5d20d49fd.jpg,"Highly negative
Negative",
334,694550938,True,golden,44,,Positive,0.6042,http://farm4.staticflickr.com/3540/3798384209_069d59f9d3.jpg,"Positive
Highly positive",
335,694550939,True,golden,44,,Negative,0.5597,http://farm2.staticflickr.com/1125/5140567537_9da85041fc.jpg,"Highly negative
Negative",
336,694550940,True,golden,32,,Positive,0.5624,http://farm4.staticflickr.com/3185/2626713113_a0ebf7664a.jpg,"Positive
Highly positive",
337,694550941,True,golden,37,,Negative,0.5196,http://farm6.staticflickr.com/5281/5375360013_9983487e6f.jpg,"Negative
Highly negative",
338,694550942,True,golden,55,,Positive,0.7971,http://farm4.staticflickr.com/3524/3798378285_60d6ff09eb.jpg,"Positive
Highly positive",
339,694550943,True,golden,46,,Positive,0.5953,http://farm4.staticflickr.com/3396/3616802237_f262f01687.jpg,"Positive
Highly positive",
340,694550944,True,golden,45,,Positive,0.7623,http://farm1.staticflickr.com/53/140528653_d7beed7a65.jpg,"Positive
Highly positive",
343,694550947,True,golden,30,,Positive,0.838,http://farm1.staticflickr.com/194/503444182_1ed354b1a9.jpg,"Positive
Highly positive",
344,694550948,True,golden,41,,Positive,0.8871,http://farm7.staticflickr.com/6086/6069545232_05d9c19527.jpg,"Positive
Highly positive",
345,694550949,True,golden,39,,Positive,0.6811,http://farm9.staticflickr.com/8473/8103246448_1d1d3a6729.jpg,"Positive
Highly positive",
346,694550950,True,golden,39,,Negative,0.5542,http://farm4.staticflickr.com/3378/3344740484_47da8bd5a2.jpg,"Negative
Highly negative",
347,694550951,True,golden,54,,Positive,0.64,http://farm4.staticflickr.com/3457/3799215640_2775909683.jpg,"Positive
Highly positive",
348,694550952,True,golden,39,,Positive,0.5968,http://farm5.staticflickr.com/4125/5050604795_7b84def357.jpg,"Positive
Highly positive",
349,694550953,True,golden,54,,Highly negative,0.5217,http://farm4.staticflickr.com/3515/3273134726_9c9f956b2b.jpg,"Highly negative
Negative",
350,694550954,True,golden,38,,Negative,0.879,http://farm4.staticflickr.com/3229/2813253016_baac73dc88.jpg,"Highly negative
Negative",
351,694550955,True,golden,49,,Positive,0.8022,http://farm3.staticflickr.com/2657/4002596264_93b54eea68.jpg,"Positive
Highly positive",
352,694550956,True,golden,49,,Positive,0.5999,http://farm4.staticflickr.com/3387/3433829989_289a8af065.jpg,"Positive
Highly positive",
353,694550957,True,golden,47,,Positive,0.6809999999999999,http://farm5.staticflickr.com/4108/5160972505_768dfa82a9.jpg,"Positive
Highly positive",
354,694550958,True,golden,32,,Positive,0.7995,http://farm9.staticflickr.com/8019/7361492510_a6e0f6f8e6.jpg,"Positive
Highly positive",
355,694550959,True,golden,49,,Highly negative,0.5617,http://farm8.staticflickr.com/7425/9450318742_16d88fbf20.jpg,"Highly negative
Negative",
356,694550960,True,golden,48,,Negative,0.7591,http://farm7.staticflickr.com/6066/6132479693_c80b4ce7d3.jpg,"Negative
Highly negative",
357,694550961,True,golden,42,,Highly negative,0.6027,http://farm3.staticflickr.com/2368/1819946267_ec68192345.jpg,"Highly negative
Negative",
358,694550962,True,golden,39,,Positive,0.8002,http://farm3.staticflickr.com/2690/4198900601_6665ffdfd9.jpg,"Positive
Highly positive",
359,694550963,True,golden,38,,Negative,0.5598,http://farm3.staticflickr.com/2327/2309706710_fdb6152721.jpg,"Highly negative
Negative",
360,694550965,True,golden,43,,Positive,0.7594,http://farm4.staticflickr.com/3475/3265412557_86b4c94191.jpg,"Positive
Highly positive",
361,694550966,True,golden,45,,Positive,0.6434,http://farm4.staticflickr.com/3549/3435265700_31cbfb03b0.jpg,"Positive
Highly positive",
362,694550967,True,golden,39,,Highly negative,0.5167,http://farm5.staticflickr.com/4147/5141833858_85c351c802.jpg,"Negative
Highly negative",
363,694550968,True,golden,37,,Positive,0.6006,http://farm5.staticflickr.com/4122/4783372702_f502025662.jpg,"Positive
Highly positive",
